,Generation,Best Solution,CrossOver,Mutation,Iteration
1,10000,3191,SCX,ISM,25
0,20000,3191,SCX,ISM,25
2,1000,3033,SCX,ISM,26
1,10000,3033,SCX,ISM,26
0,20000,3033,SCX,ISM,26
2,1000,3108,SCX,ISM,27
1,10000,3108,SCX,ISM,27
0,20000,3108,SCX,ISM,27
2,1000,3156,SCX,ISM,28
1,10000,3156,SCX,ISM,28
0,20000,3156,SCX,ISM,28
2,1000,3260,SCX,ISM,29
1,10000,3249,SCX,ISM,29
0,20000,3243,SCX,ISM,29
2,1000,3150,SCX,ISM,30
1,10000,3150,SCX,ISM,30
0,20000,3150,SCX,ISM,30
2,1000,3201,SCX,ISM,31
1,10000,3201,SCX,ISM,31
0,20000,3201,SCX,ISM,31
2,1000,3217,SCX,ISM,32
1,10000,3217,SCX,ISM,32
0,20000,3217,SCX,ISM,32
2,1000,3111,SCX,ISM,33
1,10000,3111,SCX,ISM,33
0,20000,3111,SCX,ISM,33
2,1000,3223,SCX,ISM,34
1,10000,3223,SCX,ISM,34
0,20000,3223,SCX,ISM,34
2,1000,3086,SCX,ISM,35
1,10000,3086,SCX,ISM,35
0,20000,3086,SCX,ISM,35
2,1000,3222,SCX,ISM,36
1,10000,3222,SCX,ISM,36
0,20000,3222,SCX,ISM,36
2,1000,3241,SCX,ISM,37
1,10000,3241,SCX,ISM,37
0,20000,3241,SCX,ISM,37
2,1000,3176,SCX,ISM,38
1,10000,3176,SCX,ISM,38
0,20000,3176,SCX,ISM,38
2,1000,3123,SCX,ISM,39
1,10000,3123,SCX,ISM,39
0,20000,3123,SCX,ISM,39
2,1000,3123,SCX,ISM,40
1,10000,3123,SCX,ISM,40
0,20000,3123,SCX,ISM,40
2,1000,3112,SCX,ISM,41
1,10000,3112,SCX,ISM,41
0,20000,3112,SCX,ISM,41
2,1000,3059,SCX,ISM,42
1,10000,3059,SCX,ISM,42
0,20000,3059,SCX,ISM,42
2,1000,3152,SCX,ISM,43
1,10000,3152,SCX,ISM,43
0,20000,3152,SCX,ISM,43
2,1000,3169,SCX,ISM,44
1,10000,3169,SCX,ISM,44
0,20000,3169,SCX,ISM,44
2,1000,3012,SCX,ISM,45
1,10000,3012,SCX,ISM,45
0,20000,3012,SCX,ISM,45
2,1000,3239,SCX,ISM,46
1,10000,3239,SCX,ISM,46
0,20000,3239,SCX,ISM,46
2,1000,3206,SCX,ISM,47
1,10000,3206,SCX,ISM,47
0,20000,3188,SCX,ISM,47
2,1000,3163,SCX,ISM,48
1,10000,3163,SCX,ISM,48
0,20000,3163,SCX,ISM,48
2,1000,3155,SCX,ISM,49
1,10000,3155,SCX,ISM,49
0,20000,3155,SCX,ISM,49
2,1000,2940,SCX,ISM,50
1,10000,2940,SCX,ISM,50
0,20000,2940,SCX,ISM,50
2,1000,3027,SCX,ISM,51
1,10000,3027,SCX,ISM,51
0,20000,3018,SCX,ISM,51
2,1000,3099,SCX,ISM,52
1,10000,3099,SCX,ISM,52
0,20000,3099,SCX,ISM,52
2,1000,3149,SCX,ISM,53
1,10000,3149,SCX,ISM,53
0,20000,3149,SCX,ISM,53
2,1000,3077,SCX,ISM,54
1,10000,3077,SCX,ISM,54
0,20000,3077,SCX,ISM,54
2,1000,3109,SCX,ISM,55
1,10000,3109,SCX,ISM,55
0,20000,3109,SCX,ISM,55
2,1000,3097,SCX,ISM,56
1,10000,3097,SCX,ISM,56
0,20000,3097,SCX,ISM,56
2,1000,3130,SCX,ISM,57
1,10000,3130,SCX,ISM,57
0,20000,3130,SCX,ISM,57
2,1000,3136,SCX,ISM,58
1,10000,3136,SCX,ISM,58
0,20000,3136,SCX,ISM,58
2,1000,3089,SCX,ISM,59
1,10000,3089,SCX,ISM,59
0,20000,3089,SCX,ISM,59
2,1000,3255,SCX,ISM,60
1,10000,3255,SCX,ISM,60
0,20000,3255,SCX,ISM,60
2,1000,3188,SCX,ISM,61
1,10000,3176,SCX,ISM,61
0,20000,3176,SCX,ISM,61
2,1000,3167,SCX,ISM,62
1,10000,3167,SCX,ISM,62
0,20000,3167,SCX,ISM,62
2,1000,3100,SCX,ISM,63
1,10000,3100,SCX,ISM,63
0,20000,3100,SCX,ISM,63
2,1000,3121,SCX,ISM,64
1,10000,3121,SCX,ISM,64
0,20000,3121,SCX,ISM,64
2,1000,3158,SCX,ISM,65
1,10000,3158,SCX,ISM,65
0,20000,3152,SCX,ISM,65
2,1000,3139,SCX,ISM,66
1,10000,3139,SCX,ISM,66
0,20000,3139,SCX,ISM,66
2,1000,3073,SCX,ISM,67
1,10000,3073,SCX,ISM,67
0,20000,3073,SCX,ISM,67
2,1000,3009,SCX,ISM,68
1,10000,3009,SCX,ISM,68
0,20000,3009,SCX,ISM,68
2,1000,3133,SCX,ISM,69
1,10000,3133,SCX,ISM,69
0,20000,3133,SCX,ISM,69
2,1000,3119,SCX,ISM,70
1,10000,3119,SCX,ISM,70
0,20000,3119,SCX,ISM,70
2,1000,3154,SCX,ISM,71
1,10000,3154,SCX,ISM,71
0,20000,3154,SCX,ISM,71
2,1000,3148,SCX,ISM,72
1,10000,3148,SCX,ISM,72
0,20000,3148,SCX,ISM,72
2,1000,3213,SCX,ISM,73
1,10000,3213,SCX,ISM,73
0,20000,3213,SCX,ISM,73
2,1000,3247,SCX,ISM,74
1,10000,3247,SCX,ISM,74
0,20000,3247,SCX,ISM,74
2,1000,3175,SCX,ISM,75
1,10000,3175,SCX,ISM,75
0,20000,3175,SCX,ISM,75
2,1000,3201,SCX,ISM,76
1,10000,3201,SCX,ISM,76
0,20000,3201,SCX,ISM,76
2,1000,3113,SCX,ISM,77
1,10000,3113,SCX,ISM,77
0,20000,3113,SCX,ISM,77
2,1000,2989,SCX,ISM,78
1,10000,2989,SCX,ISM,78
0,20000,2989,SCX,ISM,78
2,1000,3249,SCX,ISM,79
1,10000,3249,SCX,ISM,79
0,20000,3249,SCX,ISM,79
2,1000,3234,SCX,ISM,80
1,10000,3234,SCX,ISM,80
0,20000,3234,SCX,ISM,80
2,1000,3249,SCX,ISM,81
1,10000,3249,SCX,ISM,81
0,20000,3249,SCX,ISM,81
2,1000,3284,SCX,ISM,82
1,10000,3284,SCX,ISM,82
0,20000,3284,SCX,ISM,82
2,1000,3025,SCX,ISM,83
1,10000,3025,SCX,ISM,83
0,20000,3025,SCX,ISM,83
2,1000,3138,SCX,ISM,84
1,10000,3138,SCX,ISM,84
0,20000,3129,SCX,ISM,84
2,1000,3145,SCX,ISM,85
1,10000,3145,SCX,ISM,85
0,20000,3145,SCX,ISM,85
2,1000,3085,SCX,ISM,86
1,10000,3085,SCX,ISM,86
0,20000,3085,SCX,ISM,86
2,1000,3146,SCX,ISM,87
1,10000,3146,SCX,ISM,87
0,20000,3146,SCX,ISM,87
2,1000,3064,SCX,ISM,88
1,10000,3064,SCX,ISM,88
0,20000,3064,SCX,ISM,88
2,1000,3220,SCX,ISM,89
1,10000,3220,SCX,ISM,89
0,20000,3220,SCX,ISM,89
2,1000,3176,SCX,ISM,90
1,10000,3176,SCX,ISM,90
0,20000,3166,SCX,ISM,90
2,1000,3077,SCX,ISM,91
1,10000,3077,SCX,ISM,91
0,20000,3077,SCX,ISM,91
2,1000,3146,SCX,ISM,92
1,10000,3146,SCX,ISM,92
0,20000,3146,SCX,ISM,92
2,1000,3154,SCX,ISM,93
1,10000,3154,SCX,ISM,93
0,20000,3154,SCX,ISM,93
2,1000,3011,SCX,ISM,94
1,10000,3011,SCX,ISM,94
0,20000,3011,SCX,ISM,94
2,1000,3175,SCX,ISM,95
1,10000,3175,SCX,ISM,95
0,20000,3175,SCX,ISM,95
2,1000,3089,SCX,ISM,96
1,10000,3089,SCX,ISM,96
0,20000,3089,SCX,ISM,96
2,1000,3135,SCX,ISM,97
1,10000,3135,SCX,ISM,97
0,20000,3135,SCX,ISM,97
2,1000,3119,SCX,ISM,98
1,10000,3119,SCX,ISM,98
0,20000,3119,SCX,ISM,98
2,1000,3279,SCX,ISM,99
1,10000,3279,SCX,ISM,99
0,20000,3279,SCX,ISM,99
